accession,species,description,source_type,plasmid_name,replicon_types,mge_elements,country,percent_identity,query_coverage,alignment_length,mismatches,gaps,evalue,bit_score,hit_length,subject_start,subject_end
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,135837,52010,52766
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,135837,52766,52010
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,135837,60115,59359
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,135837,69447,68691
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,135837,87459,88215
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,135837,88215,87459
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,135837,123575,124331
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,135837,130467,131223
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,135837,131223,130467
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,99.74,7.53,760,2,1,0.0,1391.65,135837,117366,118124
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,99.87,7.5,757,1,1,0.0,1391.65,135837,118124,117369
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,99.74,7.5,757,2,0,0.0,1387.95,135837,17763,18519
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,99.74,7.5,757,2,0,0.0,1387.95,135837,18519,17763
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,135837,14939,15416
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,99.38,1.61,162,1,0,2.05119e-73,294.738,135837,15410,15571
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,135837,65680,65814
CP082020,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-2050 plasmid pKP18-2050-KPC2, complete sequence",Plasmid,pKP18-2050-KPC2,Not specified,Not specified,Not specified,96.3,1.34,135,5,0,9.81719e-52,222.718,135837,65760,65894
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,100.0,10089,0,0,0.0,18632.0,112469,105057,94969
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,112469,38640,39397
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,10989,11745
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,11745,10989
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,21986,22742
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,22742,21986
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,31749,32505
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,32505,31749
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,39397,38641
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,44815,45571
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,45571,44815
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,94969,95725
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,104301,105057
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,111650,112406
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,112469,112406,111650
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,112469,15553,16309
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,99.6,7.5,757,3,0,0.0,1382.41,112469,16309,15553
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,112469,12729,13206
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,99.38,1.61,162,1,0,2.05119e-73,294.738,112469,13200,13361
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,112469,98650,98519
OR666713,Klebsiella pneumoniae,"Klebsiella pneumoniae strain QL4 plasmid pQL4-KPC, complete sequence",Plasmid,pQL4-KPC,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,112469,98730,98599
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,100.0,10089,0,0,0.0,18632.0,214266,107852,97764
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,17.57,1773,0,0,0.0,3275.23,214266,163226,161454
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.52,759,0,0,0.0,1402.73,214266,30955,30197
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,214266,34271,33514
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,99.87,7.54,761,1,0,0.0,1400.88,214266,41903,41143
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,214266,41146,41903
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,214266,140931,140174
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,214266,151633,152390
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,30197,30953
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,33514,34270
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,48812,49568
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,49568,48812
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,97764,98520
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,107096,107852
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,114445,115201
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,115201,114445
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,126252,127008
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,127008,126252
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,137249,138005
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,138005,137249
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,140175,140931
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,146349,147105
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,147105,146349
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,152390,151634
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,174643,175399
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,214266,175399,174643
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,99.61,7.54,761,3,0,0.0,1389.8,214266,189356,190116
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,99.74,7.5,757,2,0,0.0,1387.95,214266,130816,131572
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,99.74,7.5,757,2,0,0.0,1387.95,214266,131572,130816
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,99.74,7.5,757,2,0,0.0,1387.95,214266,190112,189356
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,96.65,4.74,478,16,0,0.0,795.18,214266,127992,128469
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,3.12,315,0,0,3.90917e-160,582.815,214266,29819,30133
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,100.0,3.12,315,0,0,3.90917e-160,582.815,214266,30133,29819
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,99.38,1.61,162,1,0,2.05119e-73,294.738,214266,128463,128624
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,99.38,1.61,162,1,0,2.05119e-73,294.738,214266,158285,158446
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,214266,101445,101314
OR253888,Klebsiella pneumoniae,"Klebsiella pneumoniae plasmid pQL5-NDM-KPC, complete sequence",Plasmid,pQL5-NDM-KPC,Not specified,Not specified,Not specified,96.97,1.31,132,4,0,9.81719e-52,222.718,214266,101525,101394
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,100.0,10089,0,0,0.0,18632.0,153214,8262,18350
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,99.87,7.55,762,1,0,0.0,1402.73,153214,115512,114751
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,153214,57751,56994
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,99.87,7.55,762,1,1,0.0,1400.88,153214,79249,78489
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,153214,82521,81764
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.51,758,0,0,0.0,1400.88,153214,114751,115508
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,153214,9018,8262
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,153214,18350,17594
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,99.87,7.53,760,1,0,0.0,1399.03,153214,48576,49335
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,153214,49335,48579
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,153214,54786,55542
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,153214,55542,54786
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,153214,56994,57750
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,153214,63886,64642
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,153214,64642,63886
CP082012,Klebsiella pneumoniae,"Klebsiella pneumoniae strain KP18-41 plasmid pKP18-41-KPC2, complete sequence",Plasmid,pKP18-41-KPC2,Not specified,Not specified,Not specified,100.0,7.5,757,0,0,0.0,1399.03,153214,73649,74405
