Sample,Gene,Product,Contig,Contig_Size,Location,Start,Stop,Strand,Type,DB_Xrefs
JKPB244,,"Acetyltransferase, N-acetylglutamate synthase",contig_1,0,Small replicon (~0kb),2154451,2154927,-,cds,"SO:0001217, UniRef:UniRef50_J2LJ02"
JKPB244,,DNA N-6-adenine-methyltransferase of bacteriophage,contig_1,0,Small replicon (~0kb),2161521,2162048,-,cds,"SO:0001217, UniRef:UniRef50_A0A086UID1"
JKPB244,marR,MarR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2168727,2169029,+,cds,"SO:0001217, UniRef:UniRef50_A0A855F2Q5"
JKPB244,impA,Type VI secretion system ImpA family N-terminal domain-containing protein,contig_1,0,Small replicon (~0kb),2199113,2200528,+,cds,"SO:0001217, UniRef:UniRef50_A0A0H3GRI9"
JKPB244,,Release factor glutamine methyltransferase,contig_1,0,Small replicon (~0kb),2212724,2213572,+,cds,"SO:0001217, UniRef:UniRef50_P0ACC1"
JKPB244,,Copper-resistance protein,contig_1,0,Small replicon (~0kb),2222868,2223656,+,cds,"SO:0001217, UniRef:UniRef50_A0A0G4R3R3"
JKPB244,narL,Two-component system response regulator NarL,contig_1,0,Small replicon (~0kb),2231865,2232515,-,cds,"SO:0001217, UniRef:UniRef50_A8AG23"
JKPB244,narJ,Nitrate reductase molybdenum cofactor assembly chaperone NarJ,contig_1,0,Small replicon (~0kb),2241682,2242392,+,cds,"SO:0001217, UniRef:UniRef50_P0AF26"
JKPB244,hemP,Hemin uptake protein HemP,contig_1,0,Small replicon (~0kb),2289917,2290144,-,cds,"SO:0001217, UniRef:UniRef50_A0A8E1V4R2"
JKPB244,,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,contig_1,0,Small replicon (~0kb),2302626,2303657,+,cds,"SO:0001217, UniRef:UniRef50_A0A077GU37"
JKPB244,fecE,FecE,contig_1,0,Small replicon (~0kb),2304984,2305745,-,cds,"SO:0001217, UniRef:UniRef50_D4GKV1"
JKPB244,,RND efflux pump membrane fusion protein barrel-sandwich domain-containing protein,contig_1,0,Small replicon (~0kb),2310727,2311836,+,cds,"SO:0001217, UniRef:UniRef50_V3P2C1"
JKPB244,,Cation efflux protein,contig_1,0,Small replicon (~0kb),2311833,2314925,+,cds,"SO:0001217, UniRef:UniRef50_C3KQG8"
JKPB244,tetR,TetR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2316420,2317052,-,cds,"SO:0001217, UniRef:UniRef50_A0A024HIV3"
JKPB244,,Glyoxalase/bleomycin resistance protein/dioxygenase,contig_1,0,Small replicon (~0kb),2379183,2379554,-,cds,"SO:0001217, UniRef:UniRef50_C5TCD4"
JKPB244,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2391649,2392125,+,cds,"SO:0001217, UniRef:UniRef50_A1JSY5"
JKPB244,asr,acid resistance repetitive basic protein Asr,contig_1,0,Small replicon (~0kb),2433084,2433491,-,cds,NCBIFam:NF033636.1
JKPB244,mdtK,MdtK family multidrug efflux MATE transporter,contig_1,0,Small replicon (~0kb),2433667,2435040,-,cds,"BlastRules:WP_001175077, SO:0001217, UniRef:UniRef50_P37340"
JKPB244,nemR,HTH-type transcriptional repressor NemR,contig_1,0,Small replicon (~0kb),2447935,2448534,-,cds,"SO:0001217, UniRef:UniRef50_P67430"
JKPB244,,Ribosomal-protein-serine acetyltransferase,contig_1,0,Small replicon (~0kb),2492073,2492651,+,cds,"SO:0001217, UniRef:UniRef50_P13857"
JKPB244,,Acetyltransferase,contig_1,0,Small replicon (~0kb),2492637,2493617,-,cds,"SO:0001217, UniRef:UniRef50_A0A0L0H248"
JKPB244,tehA,Tellurite resistance protein TehA,contig_1,0,Small replicon (~0kb),2493729,2494733,+,cds,"SO:0001217, UniRef:UniRef50_P25396"
JKPB244,,Tellurite methyltransferase,contig_1,0,Small replicon (~0kb),2494730,2495326,+,cds,"SO:0001217, UniRef:UniRef50_A0A370V5S7"
JKPB244,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2519987,2520505,-,cds,"SO:0001217, UniRef:UniRef50_A8AGL0"
JKPB244,moxC,Putative monooxygenase moxC,contig_1,0,Small replicon (~0kb),2535388,2536701,+,cds,"SO:0001217, UniRef:UniRef50_M7NZQ6"
JKPB244,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2537663,2538172,+,cds,"SO:0001217, UniRef:UniRef50_D4GMZ6"
JKPB244,,N-hydroxyarylamine O-acetyltransferase,contig_1,0,Small replicon (~0kb),2552767,2553612,+,cds,"SO:0001217, UniRef:UniRef50_A0A2S6EFY5"
JKPB244,narW,putative nitrate reductase molybdenum cofactor assembly chaperone NarW,contig_1,0,Small replicon (~0kb),2554960,2555655,-,cds,"SO:0001217, UniRef:UniRef50_P19317"
JKPB244,kmrA,efflux MFS transporter KmrA,contig_1,0,Small replicon (~0kb),2563307,2564806,+,cds,"BlastRules:WP_004175980, SO:0001217, UniRef:UniRef50_A0A378B4C8"
JKPB244,,ADP/GDP-polyphosphate phosphotransferase,contig_1,0,Small replicon (~0kb),2578492,2579310,-,cds,"SO:0001217, UniRef:UniRef50_A0A7W4J7I1"
JKPB244,marR,MarR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2590573,2591526,+,cds,"SO:0001217, UniRef:UniRef50_N8SD55"
JKPB244,,"Formate dehydrogenase similar to ydeP, related to acid resistance with formate dehydrogenase/DMSO reductase",contig_1,0,Small replicon (~0kb),2613216,2615516,+,cds,"SO:0001217, UniRef:UniRef50_B3RBP8"
JKPB244,,Oligo-beta-mannoside-specific phosphotransferase enzyme IIB component,contig_1,0,Small replicon (~0kb),2624331,2624654,+,cds,"SO:0001217, UniRef:UniRef50_A0A0M2N9T8"
JKPB244,mgtC,Protein MgtC,contig_1,0,Small replicon (~0kb),2627013,2627693,+,cds,"SO:0001217, UniRef:UniRef50_P0CI70"
JKPB244,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2675545,2676444,-,cds,"SO:0001217, UniRef:UniRef50_W8UUV5"
JKPB244,,Multidrug resistance protein B,contig_1,0,Small replicon (~0kb),2678646,2680208,-,cds,"SO:0001217, UniRef:UniRef50_A0A378YD60"
JKPB244,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2683266,2683688,-,cds,"SO:0001217, UniRef:UniRef50_A0A348DD88"
JKPB244,tetR,TetR family transcriptional regulator,contig_1,0,Small replicon (~0kb),2703344,2703922,-,cds,"SO:0001217, UniRef:UniRef50_A0A2L1BYV7"
JKPB244,,Acetyltransferase,contig_1,0,Small replicon (~0kb),2704562,2705098,+,cds,"SO:0001217, UniRef:UniRef50_A0A486RGY4"
JKPB244,,protein-N(pi)-phosphohistidine--D-fructose phosphotransferase,contig_1,0,Small replicon (~0kb),2711603,2711914,+,cds,"SO:0001217, UniRef:UniRef50_W9BGZ1"
JKPB244,,"Phosphoenolpyruvate-dependent sugar phosphotransferase system, IIA component",contig_1,0,Small replicon (~0kb),2780179,2780622,+,cds,"SO:0001217, UniRef:UniRef50_A0A0T9LYC4"
JKPB244,,Trans-aconitate 2-methyltransferase,contig_1,0,Small replicon (~0kb),2815151,2815912,+,cds,"SO:0001217, UniRef:UniRef50_J2W0T7"
JKPB244,,GCN5-related N-acetyltransferase,contig_1,0,Small replicon (~0kb),2818798,2819244,-,cds,"SO:0001217, UniRef:UniRef50_F8EUZ2"
JKPB244,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2821063,2821593,-,cds,"SO:0001217, UniRef:UniRef50_A0A0J1PP32"
JKPB244,,Sugar efflux transporter,contig_1,0,Small replicon (~0kb),2838549,2839748,+,cds,"SO:0001217, UniRef:UniRef50_P31122"
JKPB244,marC,UPF0056 inner membrane protein MarC,contig_1,0,Small replicon (~0kb),2839817,2840485,-,cds,"SO:0001217, UniRef:UniRef50_P0AEY1"
JKPB244,marR,Multiple antibiotic resistance protein MarR,contig_1,0,Small replicon (~0kb),2840747,2841181,+,cds,"SO:0001217, UniRef:UniRef50_P27245"
JKPB244,marA,Multiple antibiotic resistance protein MarA,contig_1,0,Small replicon (~0kb),2841202,2841576,+,cds,"SO:0001217, UniRef:UniRef50_P0A2S4"
JKPB244,marB,Multiple antibiotic resistance protein MarB,contig_1,0,Small replicon (~0kb),2841617,2841835,+,cds,"SO:0001217, UniRef:UniRef50_P31121"
JKPB244,,5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase,contig_1,0,Small replicon (~0kb),2850480,2851583,-,cds,"SO:0001217, UniRef:UniRef50_A0A932AVI0"
JKPB244,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),2853532,2853972,-,cds,"SO:0001217, UniRef:UniRef50_A0A085G0J9"
JKPB244,blaSHV-12,extended-spectrum class A beta-lactamase SHV-12,contig_1,0,Small replicon (~0kb),2861679,2862539,+,cds,"NCBIProtein:WP_002904004.1, SO:0001217, UniRef:UniRef50_Q9S169"
JKPB244,,Small multidrug resistance family-3 protein,contig_1,0,Small replicon (~0kb),2887527,2887853,-,cds,"SO:0001217, UniRef:UniRef50_A0A3A3FKG6"
JKPB244,,Spermidine N(1)-acetyltransferase,contig_1,0,Small replicon (~0kb),2888417,2888977,+,cds,"SO:0001217, UniRef:UniRef50_P0DKR8"
JKPB244,kpnF,multidrug efflux SMR transporter subunit KpnF,contig_1,0,Small replicon (~0kb),2905771,2906100,-,cds,"BlastRules:WP_002903683, SO:0001217, UniRef:UniRef50_Q0WF87"
JKPB244,kpnE,multidrug efflux SMR transporter subunit KpnE,contig_1,0,Small replicon (~0kb),2906087,2906449,-,cds,"BlastRules:WP_004179723, SO:0001217, UniRef:UniRef50_P69212"
JKPB244,,Methylated-DNA--protein-cysteine methyltransferase,contig_1,0,Small replicon (~0kb),2945254,2945769,+,cds,"SO:0001217, UniRef:UniRef50_P0AFH0"
JKPB244,,Efflux transporter outer membrane subunit,contig_1,0,Small replicon (~0kb),2995349,2996728,+,cds,"SO:0001217, UniRef:UniRef50_A8AGG4"
JKPB244,,O-methyltransferase,contig_1,0,Small replicon (~0kb),2996744,2997403,+,cds,"SO:0001217, UniRef:UniRef50_A7MEK1"
JKPB244,paaC,Phenylacetate-CoA oxygenase subunit PaaC,contig_1,0,Small replicon (~0kb),3011791,3012546,-,cds,"SO:0001217, UniRef:UniRef50_A0A1S2FW27"
JKPB244,tetR,TetR family transcriptional regulator,contig_1,0,Small replicon (~0kb),3052801,3053349,+,cds,"SO:0001217, UniRef:UniRef50_A0A9W6I0F4"
JKPB244,tetR,TetR family transcriptional regulator,contig_1,0,Small replicon (~0kb),3129825,3130037,+,cds,"SO:0001217, UniRef:UniRef50_A0A2K9P709"
JKPB244,nepI,Purine ribonucleoside efflux pump nepI,contig_1,0,Small replicon (~0kb),3138557,3139759,-,cds,"SO:0001217, UniRef:UniRef50_A0A2X4URE5"
JKPB244,marR,Putative regulatory protein MarR,contig_1,0,Small replicon (~0kb),3210986,3211444,-,cds,"SO:0001217, UniRef:UniRef50_A0A377ZFS3"
JKPB244,msrB,Peptide methionine sulfoxide reductase MsrB,contig_1,0,Small replicon (~0kb),3279953,3280366,-,cds,"SO:0001217, UniRef:UniRef50_Q9KQK0"
JKPB244,sotB,Sugar efflux transporter SotB,contig_1,0,Small replicon (~0kb),3291126,3292343,+,cds,"SO:0001217, UniRef:UniRef50_A0A090V3Z6"
JKPB244,,Leucine efflux protein,contig_1,0,Small replicon (~0kb),3307151,3307789,-,cds,"SO:0001217, UniRef:UniRef50_P76249"
JKPB244,perC,PerC family transcriptional regulator,contig_1,0,Small replicon (~0kb),3377998,3378438,-,cds,"SO:0001217, UniRef:UniRef50_A0A7H4MSJ8"
JKPB244,phoQ,Virulence sensor histidine kinase PhoQ,contig_1,0,Small replicon (~0kb),3394792,3396258,+,cds,"SO:0001217, UniRef:UniRef50_P0DM80"
JKPB244,ycfR,Outer membrane protein YcfR,contig_1,0,Small replicon (~0kb),3416925,3417182,-,cds,"SO:0001217, UniRef:UniRef50_D8MRQ4"
JKPB244,iutA,ferric aerobactin receptor IutA,contig_1,0,Small replicon (~0kb),3418311,3420500,+,cds,"SO:0001217, UniRef:UniRef50_P14542, VFDB:VFC0272, VFDB:VFG048620"
JKPB244,,[Ribosomal protein uS5]-alanine N-acetyltransferase,contig_1,0,Small replicon (~0kb),3450772,3451395,-,cds,"SO:0001217, UniRef:UniRef50_P0A948"
JKPB244,mdtH,Multidrug resistance protein MdtH,contig_1,0,Small replicon (~0kb),3451586,3452794,+,cds,"SO:0001217, UniRef:UniRef50_P69367"
JKPB244,mdtG,Multidrug resistance protein MdtG,contig_1,0,Small replicon (~0kb),3459298,3460524,+,cds,"SO:0001217, UniRef:UniRef50_P25744"
JKPB244,efeO,Iron uptake system component EfeO,contig_1,0,Small replicon (~0kb),3478676,3479803,-,cds,"SO:0001217, UniRef:UniRef50_P0AB24"
JKPB244,,Ribosomal RNA large subunit methyltransferase I,contig_1,0,Small replicon (~0kb),3524330,3525532,+,cds,"SO:0001217, UniRef:UniRef50_P75876"
JKPB244,sulA,Cell division inhibitor SulA,contig_1,0,Small replicon (~0kb),3532714,3533223,+,cds,"SO:0001217, UniRef:UniRef50_A6T752"
JKPB244,phoE,Outer membrane porin PhoE,contig_1,0,Small replicon (~0kb),3565688,3566653,+,cds,"SO:0001217, UniRef:UniRef50_A0A7H0MA67"
JKPB244,,Metallo-beta-lactamase domain-containing protein,contig_1,0,Small replicon (~0kb),3568100,3568747,-,cds,"SO:0001217, UniRef:UniRef50_A0A090V2C0"
JKPB244,,tRNA 5-carboxymethoxyuridine methyltransferase,contig_1,0,Small replicon (~0kb),3578058,3578858,-,cds,"SO:0001217, UniRef:UniRef50_P36566"
JKPB244,,Formate acetyltransferase 1,contig_1,0,Small replicon (~0kb),3597872,3600154,+,cds,"SO:0001217, UniRef:UniRef50_P09373"
JKPB244,macA,Macrolide export protein MacA,contig_1,0,Small replicon (~0kb),3626887,3628002,-,cds,"SO:0001217, UniRef:UniRef50_P75830"
JKPB244,rlmC,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,contig_1,0,Small replicon (~0kb),3650533,3651660,-,cds,"SO:0001217, UniRef:UniRef50_P75817"
JKPB244,kdeA,multidrug efflux MFS transporter KdeA,contig_1,0,Small replicon (~0kb),3695374,3696606,-,cds,"BlastRules:WP_004141972, NCBIProtein:ABR76310.1, SO:0001217, UniRef:UniRef50_A0A1B3EZB9"
JKPB244,,Ribosomal RNA large subunit methyltransferase F,contig_1,0,Small replicon (~0kb),3745290,3746204,-,cds,"SO:0001217, UniRef:UniRef50_P75782"
JKPB244,basR,DNA-binding transcriptional regulator BasR,contig_1,0,Small replicon (~0kb),3775848,3776519,+,cds,"SO:0001217, UniRef:UniRef50_A0A376MPC0"
JKPB244,basS,Sensor protein BasS,contig_1,0,Small replicon (~0kb),3776523,3777620,+,cds,"SO:0001217, UniRef:UniRef50_P30844"
JKPB244,,Malonyl-[acyl-carrier protein] O-methyltransferase,contig_1,0,Small replicon (~0kb),3781980,3782735,-,cds,"SO:0001217, UniRef:UniRef50_A0A348DHH1"
JKPB244,,Phosphotransferase,contig_1,0,Small replicon (~0kb),3805604,3806422,+,cds,"SO:0001217, UniRef:UniRef50_A0A0E1NKL1"
JKPB244,acrZ,Multidrug efflux pump accessory protein AcrZ,contig_1,0,Small replicon (~0kb),3809089,3809238,-,cds,"SO:0001217, UniRef:UniRef50_A0A2D0IY22"
JKPB244,tolB,Tol-Pal system protein TolB,contig_1,0,Small replicon (~0kb),3824603,3825895,-,cds,"BlastRules:WP_010989131, SO:0001217, UniRef:UniRef50_P0A855"
JKPB244,tolA,Cell envelope integrity inner membrane protein TolA,contig_1,0,Small replicon (~0kb),3826025,3827347,-,cds,"SO:0001217, UniRef:UniRef50_A0A447S3E7"
JKPB244,tolR,Tol-Pal system protein TolR,contig_1,0,Small replicon (~0kb),3827447,3827875,-,cds,"SO:0001217, UniRef:UniRef50_D2U0F1"
JKPB244,tolQ,Tol-Pal system protein TolQ,contig_1,0,Small replicon (~0kb),3827879,3828571,-,cds,"SO:0001217, UniRef:UniRef50_P0ABU9"
JKPB244,corC,Magnesium and cobalt efflux protein CorC,contig_1,0,Small replicon (~0kb),3887093,3888040,+,cds,"SO:0001217, UniRef:UniRef50_P0A2L3"
JKPB244,,Ribosomal RNA large subunit methyltransferase H,contig_1,0,Small replicon (~0kb),3904039,3904506,+,cds,"SO:0001217, UniRef:UniRef50_P0A8I8"
JKPB244,entA,"2,3-dihydroxybenzoate-2,3-dehydrogenase",contig_1,0,Small replicon (~0kb),3963302,3964057,-,cds,"SO:0001217, UniRef:UniRef50_A0A5Q2VEX5, VFDB:VFC0272, VFDB:VFG048409"
JKPB244,entB,enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB,contig_1,0,Small replicon (~0kb),3964057,3964908,-,cds,"BlastRules:WP_001007138, BlastRules:WP_004210873, EC:3.3.2.1, EC:6.3.2.14, SO:0001217, UniRef:UniRef50_A0A3S4EUZ9"
JKPB244,entE,enterobactin synthase subunit E,contig_1,0,Small replicon (~0kb),3964922,3966529,-,cds,"SO:0001217, UniRef:UniRef50_P10378, VFDB:VFC0272, VFDB:VFG048429"
JKPB244,entC,isochorismate synthase,contig_1,0,Small replicon (~0kb),3966539,3967714,-,cds,"SO:0001217, UniRef:UniRef50_P0AEJ2, VFDB:VFC0272, VFDB:VFG048439"
JKPB244,fepB,iron-enterobactin transporter periplasmic binding protein,contig_1,0,Small replicon (~0kb),3967903,3968862,+,cds,"SO:0001217, UniRef:UniRef50_A0A7H0MB01, VFDB:VFC0272, VFDB:VFG048449"
JKPB244,entS,enterobactin exporter EntS,contig_1,0,Small replicon (~0kb),3969123,3970364,-,cds,"SO:0001217, UniRef:UniRef50_A0A379WDU5, VFDB:VFC0272, VFDB:VFG048459"
JKPB244,fepD,iron-enterobactin transporter membrane protein,contig_1,0,Small replicon (~0kb),3970477,3971484,+,cds,"SO:0001217, UniRef:UniRef50_I2B7I6, VFDB:VFC0272, VFDB:VFG048468"
JKPB244,fepG,iron-enterobactin transporter permease,contig_1,0,Small replicon (~0kb),3971481,3972473,+,cds,"SO:0001217, UniRef:UniRef50_P23877, VFDB:VFC0272, VFDB:VFG048478"
JKPB244,fepC,iron-enterobactin transporter ATP-binding protein,contig_1,0,Small replicon (~0kb),3972470,3973264,+,cds,"SO:0001217, UniRef:UniRef50_A0A0U5L1N0, VFDB:VFC0272, VFDB:VFG048488"
JKPB244,entF,enterobactin synthase subunit F,contig_1,0,Small replicon (~0kb),3973329,3977210,-,cds,"SO:0001217, UniRef:UniRef50_P11454, VFDB:VFC0272, VFDB:VFG048498"
JKPB244,fepA,siderophore enterobactin receptor FepA,contig_1,0,Small replicon (~0kb),3978920,3981148,+,cds,"BlastRules:WP_012737617, BlastRules:WP_111840001, SO:0001217, UniRef:UniRef50_P05825"
JKPB244,,ATP:glycerol 3-phosphotransferase,contig_1,0,Small replicon (~0kb),3985322,3986842,+,cds,"SO:0001217, UniRef:UniRef50_A0A443VQM8"
JKPB244,,Acetyltransferase (GNAT) family,contig_1,0,Small replicon (~0kb),4002885,4003580,-,cds,"SO:0001217, UniRef:UniRef50_A0A3P8K149"
JKPB244,,Efflux pump membrane transporter,contig_1,0,Small replicon (~0kb),4022765,4025857,-,cds,"SO:0001217, UniRef:UniRef50_A0A376F2B4"
JKPB244,,Efflux RND transporter periplasmic adaptor subunit,contig_1,0,Small replicon (~0kb),4025871,4026950,-,cds,"SO:0001217, UniRef:UniRef50_W9BEC8"
JKPB244,soxS,Regulatory protein soxS,contig_1,0,Small replicon (~0kb),4030495,4030836,-,cds,"SO:0001217, UniRef:UniRef50_A0A447UY09"
JKPB244,,"L-ascorbate metabolism protein UlaG, beta-lactamase superfamily",contig_1,0,Small replicon (~0kb),4030867,4031967,-,cds,"SO:0001217, UniRef:UniRef50_A0A1H8RC28"
JKPB244,,RND efflux pump membrane fusion protein barrel-sandwich domain-containing protein,contig_1,0,Small replicon (~0kb),4089356,4090498,-,cds,"SO:0001217, UniRef:UniRef50_U3B2L9"
JKPB244,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),4120959,4121825,+,cds,"SO:0001217, UniRef:UniRef50_A0A8B6IN17"
JKPB244,,Fosmidomycin resistance protein,contig_1,0,Small replicon (~0kb),4155930,4157150,+,cds,"SO:0001217, UniRef:UniRef50_A0A484YXJ7"
JKPB244,acrA,multidrug efflux RND transporter periplasmic adaptor subunit AcrA,contig_1,0,Small replicon (~0kb),4175730,4176923,+,cds,"BlastRules:WP_001039202, BlastRules:WP_001295324, BlastRules:WP_002892072, BlastRules:WP_021241633, SO:0001217, UniRef:UniRef50_A0A1C0U3R9"
JKPB244,acrB,acriflavine resistance protein B,contig_1,0,Small replicon (~0kb),4176946,4180092,+,cds,"SO:0001217, UniRef:UniRef50_A0A346ACE5, VFDB:VFC0325, VFDB:VFG049144"
JKPB244,,Maltose O-acetyltransferase,contig_1,0,Small replicon (~0kb),4181356,4181922,+,cds,"SO:0001217, UniRef:UniRef50_P77791"
JKPB244,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),4184052,4184750,+,cds,"SO:0001217, UniRef:UniRef50_A0A564GUV7"
JKPB244,,Nickel/cobalt efflux system,contig_1,0,Small replicon (~0kb),4198885,4199766,+,cds,"SO:0001217, UniRef:UniRef50_A0A927D926"
JKPB244,mdlB,Multidrug resistance-like ATP-binding protein MdlB,contig_1,0,Small replicon (~0kb),4207544,4209322,-,cds,"SO:0001217, UniRef:UniRef50_P0AAG5"
JKPB244,mdlA,Multidrug resistance-like ATP-binding protein MdlA,contig_1,0,Small replicon (~0kb),4209315,4211087,-,cds,"SO:0001217, UniRef:UniRef50_P77265"
JKPB244,,Ascorbate-specific phosphotransferase enzyme IIB component,contig_1,0,Small replicon (~0kb),4269537,4269824,+,cds,"SO:0001217, UniRef:UniRef50_A0A6N2YYU9"
JKPB244,phoR,Phosphate regulon sensor protein PhoR,contig_1,0,Small replicon (~0kb),4282807,4284102,-,cds,"SO:0001217, UniRef:UniRef50_A0A2A2MAD3"
JKPB244,phoB,Phosphate regulon transcriptional regulatory protein PhoB,contig_1,0,Small replicon (~0kb),4284124,4284813,-,cds,"SO:0001217, UniRef:UniRef50_A0A1G5SHH9"
JKPB244,ampH,D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH,contig_1,0,Small replicon (~0kb),4305694,4306854,+,cds,"SO:0001217, UniRef:UniRef50_A0A485AFX9"
JKPB244,,Homocysteine methyltransferase,contig_1,0,Small replicon (~0kb),4313792,4314724,-,cds,"SO:0001217, UniRef:UniRef50_A0A0P7DHA8"
JKPB244,,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,contig_1,0,Small replicon (~0kb),4363988,4365523,+,cds,"SO:0001217, UniRef:UniRef50_A0A917NK09"
JKPB244,,Trans-aconitate methyltransferase,contig_1,0,Small replicon (~0kb),4374801,4375550,-,cds,"SO:0001217, UniRef:UniRef50_A0A2X2BIQ1"
JKPB244,,N-acetyltransferase domain-containing protein,contig_1,0,Small replicon (~0kb),4387752,4388204,-,cds,"SO:0001217, UniRef:UniRef50_A0A0H3GNQ9"
JKPB244,,Cysteine/O-acetylserine efflux protein,contig_1,0,Small replicon (~0kb),4402865,4403455,-,cds,"SO:0001217, UniRef:UniRef50_Q8ZMX5"
JKPB244,,tRNA (adenine(37)-N6)-methyltransferase,contig_1,0,Small replicon (~0kb),4423339,4424046,+,cds,"SO:0001217, UniRef:UniRef50_P28634"
JKPB244,,Prepilin leader peptidase/N-methyltransferase,contig_1,0,Small replicon (~0kb),4493361,4494161,+,cds,"SO:0001217, UniRef:UniRef50_P15754"
JKPB244,,3-methyl-2-oxobutanoate hydroxymethyltransferase,contig_1,0,Small replicon (~0kb),4501576,4502367,+,cds,"SO:0001217, UniRef:UniRef50_P31057"
JKPB244,yadI,Putative phosphotransferase enzyme IIA component YadI,contig_1,0,Small replicon (~0kb),4505054,4505494,-,cds,"SO:0001217, UniRef:UniRef50_P36881"
JKPB244,,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,contig_1,0,Small replicon (~0kb),4527542,4529440,-,cds,"SO:0001217, UniRef:UniRef50_P06959"
JKPB244,,Membrane-bound sensory transducer in beta-lactamase regulation,contig_1,0,Small replicon (~0kb),4537825,4538679,-,cds,"SO:0001217, UniRef:UniRef50_A1JJL4"
